Rk,Player,Season,Age,Tm,Lg,TRB%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
29,Danny Ainge\aingeda01,1982-83,23,BOS,NBA,5.6,80,76,2048,13.2,.040,.135,4.4,6.8,16.1,2.5,0.2,11.4,16.5,110,104,2.8,2.4,5.2,.121,0.8,0.4,1.1,1.6
30,Darrell Griffith\griffda01,1982-83,24,UTA,NBA,5.6,77,76,2787,15.8,.085,.158,3.8,7.2,15.6,2.2,0.6,13.2,26.9,98,107,0.6,2.2,2.8,.048,0.5,-1.3,-0.8,0.9
31,Phil Smith\smithph01,1982-83,30,SEA,NBA,5.6,79,17,1238,11.7,.020,.333,2.4,8.5,22.8,1.7,0.3,18.2,18.1,99,105,0.4,1.2,1.7,.065,-2.2,-0.8,-3.0,-0.3
32,Reggie Theus\theusre01,1982-83,25,CHI,NBA,5.6,82,81,2856,19.2,.058,.346,3.4,7.8,27.1,2.3,0.3,15.1,28.8,106,109,5.0,1.6,6.5,.110,3.2,-1.8,1.4,2.4
33,Isiah Thomas\thomais01,1982-83,21,DET,NBA,5.5,81,81,3093,18.9,.081,.337,3.5,7.7,30.3,2.9,0.5,15.6,26.1,105,105,4.5,3.0,7.4,.115,3.1,-0.7,2.4,3.4
34,Foots Walker\walkefo01,1982-83,31,NJN,NBA,5.5,79,10,1388,11.4,.048,.596,2.5,8.5,23.5,2.6,0.1,24.8,11.9,107,101,1.3,2.2,3.4,.118,-1.9,0.5,-1.3,0.2
35,Mike Woodson\woodsmi01,1982-83,24,KCK,NBA,5.5,81,3,2426,18.9,.029,.327,3.7,7.3,15.0,2.5,1.4,11.6,23.7,112,105,5.3,2.4,7.8,.153,2.2,-0.1,2.1,2.5
36,Darwin Cook\cookda01,1982-83,24,NJN,NBA,5.2,82,47,2625,14.3,.039,.245,3.2,7.1,23.6,3.4,1.1,17.9,19.9,100,99,1.3,4.7,6.0,.110,-0.5,1.7,1.2,2.1
37,Rory Sparrow\sparrro01,1982-83,24,TOT,NBA,5.2,81,58,2428,13.2,.027,.246,2.8,7.7,24.1,2.2,0.1,18.0,18.9,101,104,1.4,2.9,4.2,.084,-0.2,0.1,-0.1,1.2
38,Kyle Macy\macyky01,1982-83,25,PHO,NBA,5.0,82,9,1836,16.1,.120,.233,2.6,7.1,21.0,1.6,0.2,11.4,17.5,118,104,4.3,2.2,6.4,.168,1.6,-1.1,0.5,1.2
39,Kelvin Ransey\ranseke01,1982-83,24,DAL,NBA,4.9,76,4,1607,15.7,.021,.267,2.9,7.0,24.3,1.7,0.1,13.4,23.7,105,112,1.9,0.3,2.2,.066,0.5,-3.0,-2.5,-0.2
40,Andrew Toney\toneyan01,1982-83,25,PHI,NBA,4.8,81,81,2474,17.9,.061,.329,1.9,7.5,22.5,1.5,0.4,15.9,27.3,108,104,4.6,2.7,7.3,.141,2.0,-1.4,0.6,1.6
41,Rob Williams\williro02,1982-83,21,DEN,NBA,4.8,74,33,1443,10.7,.032,.372,2.6,7.0,28.8,2.6,0.4,25.4,18.7,92,109,-0.8,0.7,-0.1,-.004,-2.6,-2.0,-4.6,-0.9
42,Butch Carter\cartebu01,1982-83,24,IND,NBA,4.7,81,28,1716,14.9,.072,.218,3.7,5.8,15.5,2.1,0.4,13.2,20.4,109,111,2.6,0.5,3.0,.085,0.8,-2.4,-1.6,0.2
43,Brad Davis\davisbr01,1982-83,27,DAL,NBA,4.6,79,78,2323,17.9,.068,.350,1.5,7.7,31.3,1.6,0.3,16.5,14.8,125,111,6.8,0.5,7.3,.152,2.9,-2.5,0.4,1.4
44,Maurice Cheeks\cheekma01,1982-83,26,PHI,NBA,4.5,79,79,2465,18.6,.008,.322,2.4,6.4,29.6,3.5,0.7,17.4,16.6,117,101,5.6,3.8,9.4,.183,2.7,1.1,3.8,3.6
45,Mike Dunleavy\dunlemi01,1982-83,28,SAS,NBA,4.5,79,9,1619,14.0,.380,.302,1.3,7.5,33.6,2.1,0.1,21.7,18.2,107,108,2.1,1.0,3.1,.093,0.9,-2.7,-1.8,0.1
46,Walter Davis\daviswa03,1982-83,28,PHO,NBA,4.4,80,79,2491,19.1,.018,.175,2.9,5.7,25.1,2.2,0.3,11.9,25.8,109,103,4.9,3.2,8.1,.156,2.6,-1.2,1.4,2.2
47,World B. Free\freewo01,1982-83,29,TOT,NBA,4.3,73,69,2638,18.4,.032,.410,3.8,4.8,18.2,1.8,0.3,11.1,29.6,106,110,4.5,1.2,5.7,.104,2.5,-2.6,-0.1,1.3
48,Mike Glenn\glennmi01,1982-83,27,ATL,NBA,4.3,73,4,1124,15.1,.002,.200,1.5,7.0,17.3,1.3,0.5,9.7,19.8,112,106,2.0,0.9,2.9,.126,0.2,-1.9,-1.6,0.1
49,Gerald Henderson\hendege01,1982-83,27,BOS,NBA,4.3,82,9,1551,12.1,.026,.215,4.0,4.6,16.7,2.8,0.1,15.9,20.3,99,104,0.5,1.8,2.3,.073,-1.1,-0.6,-1.7,0.1
50,Larry Drew\drewla01,1982-83,24,KCK,NBA,4.2,75,74,2690,18.1,.013,.310,1.8,6.6,31.6,2.1,0.2,16.4,23.7,109,107,5.1,2.1,7.2,.128,2.2,-1.6,0.6,1.8
51,Norm Nixon\nixonno01,1982-83,27,LAL,NBA,4.2,79,79,2711,13.9,.012,.150,2.6,5.6,25.8,1.8,0.1,16.5,20.9,103,109,2.5,1.4,3.9,.069,-0.2,-2.0,-2.2,-0.1
52,Rickey Green\greenri01,1982-83,28,UTA,NBA,4.1,78,78,2783,17.2,.014,.246,2.3,5.7,34.5,3.5,0.1,17.5,17.8,108,105,3.8,2.8,6.6,.114,1.3,-0.7,0.5,1.8
53,Ron Brewer\brewero01,1982-83,27,TOT,NBA,4.0,74,52,1964,11.5,.022,.211,3.2,4.9,6.9,2.1,0.7,9.9,20.0,99,109,0.6,0.9,1.6,.038,-1.8,-1.4,-3.3,-0.6
54,John Duren\durenjo01,1982-83,24,IND,NBA,4.0,82,24,1433,8.2,.036,.150,2.7,5.5,17.0,2.1,0.2,20.0,13.1,97,111,0.0,0.4,0.4,.013,-2.8,-1.7,-4.5,-0.9
55,Allen Leavell\leaveal01,1982-83,25,HOU,NBA,4.0,79,76,2602,15.8,.165,.280,2.5,5.7,30.1,3.0,0.3,14.3,21.3,103,108,2.3,1.5,3.8,.071,1.5,-1.4,0.1,1.4
56,Gus Williams\willigu01,1982-83,29,SEA,NBA,4.0,80,80,2761,20.5,.031,.267,2.9,4.9,34.8,3.1,0.5,12.9,25.8,108,104,5.2,3.3,8.5,.148,3.2,-0.5,2.7,3.3
57,Jerry Eaves\eavesje01,1982-83,23,UTA,NBA,3.9,82,7,1588,13.0,.014,.430,2.2,5.5,18.5,1.4,0.1,18.2,20.6,103,109,1.2,0.8,2.0,.061,-1.5,-2.8,-4.2,-0.9
58,Randy Smith\smithra01,1982-83,34,TOT,NBA,3.9,80,16,1406,14.5,.032,.232,2.8,5.1,20.5,1.9,0.0,13.6,20.1,109,112,2.2,0.3,2.5,.085,0.1,-3.4,-3.3,-0.5
59,Fred Brown\brownfr01,1982-83,34,SEA,NBA,3.6,80,1,1432,17.7,.045,.101,2.5,4.6,26.0,1.9,0.5,12.9,23.9,108,106,2.3,1.3,3.6,.120,1.4,-2.3,-0.9,0.4
60,Jim Paxson\paxsoji02,1982-83,25,POR,NBA,3.6,81,81,2740,20.1,.019,.361,2.8,4.4,13.5,2.4,0.3,9.2,25.1,116,106,7.8,2.4,10.2,.178,3.4,-1.6,1.8,2.6
61,Franklin Edwards\edwarfr01,1982-83,23,PHI,NBA,3.5,81,3,1266,14.2,.017,.234,2.0,5.0,24.0,3.0,0.3,17.1,20.1,103,102,1.1,1.7,2.7,.104,-0.7,-0.8,-1.5,0.2
62,Phil Ford\fordph01,1982-83,26,TOT,NBA,3.5,77,63,1610,10.4,.020,.276,1.3,5.6,24.1,1.5,0.1,21.2,16.2,101,105,0.7,1.6,2.4,.070,-2.3,-1.8,-4.1,-0.8
63,Lorenzo Romar\romarlo01,1982-83,24,GSW,NBA,3.5,82,64,2130,12.3,.058,.184,1.1,6.0,27.0,2.1,0.1,18.6,14.0,105,110,1.7,0.9,2.6,.058,-1.1,-2.1,-3.3,-0.7
64,Craig Hodges\hodgecr01,1982-83,22,SDC,NBA,3.4,76,48,2022,10.3,.128,.185,2.8,4.2,18.0,1.9,0.1,17.5,17.7,99,112,0.6,0.2,0.8,.018,-1.2,-2.8,-4.0,-1.0
65,Jerry Sichting\sichtje01,1982-83,26,IND,NBA,3.4,78,58,2435,11.7,.027,.162,1.4,5.7,22.1,2.0,0.0,16.3,13.6,107,112,2.3,0.4,2.7,.053,-0.9,-2.0,-2.9,-0.6
66,Paul Westphal\westppa01,1982-83,32,NYK,NBA,3.4,80,59,1978,14.1,.069,.266,1.1,5.8,33.4,2.2,0.5,20.2,20.9,100,102,1.0,2.7,3.7,.091,-0.7,-1.1,-1.8,0.1
67,Geoff Huston\hustoge01,1982-83,25,CLE,NBA,3.3,80,79,2716,12.6,.014,.294,1.7,5.1,26.5,1.3,0.1,17.2,17.6,104,110,2.4,1.0,3.4,.060,-0.5,-2.2,-2.7,-0.5
