Rk,Player,Season,Age,Tm,Lg,TRB%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13,Scott Williams\willisc01,1994-95,26,PHI,NBA,15.9,77,43,1781,12.6,.016,.247,11.2,20.6,5.3,2.1,1.7,14.9,14.2,106,107,0.9,2.2,3.1,.084,-2.1,1.1,-1.1,0.4
14,Anthony Avent\aventan01,1994-95,25,ORL,NBA,15.7,71,3,1066,9.8,.000,.307,10.7,20.4,5.0,1.3,3.2,16.1,13.3,100,105,0.1,1.5,1.5,.069,-3.7,1.1,-2.7,-0.2
15,Buck Williams\willibu01,1994-95,34,POR,NBA,15.6,82,82,2422,13.6,.003,.339,11.2,20.4,4.7,1.4,2.1,14.6,14.2,112,105,2.5,3.6,6.1,.121,-1.3,1.8,0.6,1.6
16,Lorenzo Williams\willilo01,1994-95,25,DAL,NBA,15.6,82,81,2383,10.3,.000,.332,12.5,19.1,6.9,1.1,4.3,23.2,7.9,103,108,0.5,2.7,3.1,.063,-2.4,3.9,1.5,2.1
17,Anthony Mason\masonan01,1994-95,28,NYK,NBA,15.3,77,11,2496,14.9,.002,.588,8.9,21.2,15.0,1.5,0.6,16.2,14.0,119,102,4.2,4.4,8.6,.166,0.2,3.0,3.3,3.3
18,Loy Vaught\vaughlo01,1994-95,26,LAC,NBA,15.3,80,79,2966,17.1,.028,.209,9.7,21.7,8.3,1.8,0.7,11.4,21.4,108,110,3.0,2.5,5.5,.089,0.0,-0.1,-0.1,1.4
19,Brian Grant\grantbr01,1994-95,22,SAC,NBA,15.2,80,59,2289,16.5,.005,.449,10.7,19.5,7.4,1.1,3.8,14.4,22.0,106,104,1.9,3.4,5.3,.112,-1.4,1.6,0.2,1.3
20,Horace Grant\grantho01,1994-95,29,ORL,NBA,15.2,74,74,2693,16.9,.011,.298,9.8,20.3,8.9,1.4,2.2,9.6,14.1,126,106,6.0,3.5,9.5,.169,1.6,1.9,3.5,3.7
21,Otis Thorpe\thorpot01,1994-95,32,TOT,NBA,15.2,70,35,2096,16.4,.010,.413,11.1,19.2,8.6,1.0,1.0,14.1,19.5,113,107,3.2,2.4,5.6,.129,0.0,0.1,0.0,1.1
22,Vin Baker\bakervi01,1994-95,23,MIL,NBA,15.1,82,82,3361,16.6,.020,.352,10.0,20.6,15.1,1.3,2.6,13.5,21.6,106,109,2.7,3.1,5.8,.083,-0.1,1.7,1.6,3.1
23,A.C. Green\greenac01,1994-95,31,PHO,NBA,14.3,82,52,2687,14.2,.206,.556,8.3,20.4,6.5,1.0,0.8,12.9,14.2,120,110,4.6,2.1,6.7,.120,0.6,0.2,0.7,1.9
24,J.R. Reid\reidjr01,1994-95,26,SAS,NBA,14.2,81,37,1566,12.7,.005,.588,9.1,18.8,5.1,1.9,1.4,18.5,17.2,105,103,0.9,2.5,3.5,.106,-2.2,1.3,-1.0,0.4
25,Tom Hammonds\hammoto01,1994-95,27,DEN,NBA,13.9,70,5,956,14.7,.004,.681,7.1,20.4,6.0,0.6,1.1,14.2,18.6,116,109,1.7,0.9,2.6,.129,-1.7,-1.7,-3.5,-0.4
26,Greg Foster\fostegr01,1994-95,26,TOT,NBA,13.8,78,3,1144,10.1,.072,.349,9.1,18.4,5.6,0.7,1.8,16.2,17.4,100,110,0.1,0.9,1.0,.042,-4.0,-1.4,-5.4,-1.0
27,Armen Gilliam\gilliar01,1994-95,30,NJN,NBA,13.6,82,30,2472,18.1,.002,.433,8.5,18.7,7.2,1.4,2.5,12.4,21.8,111,107,3.6,3.0,6.6,.128,-0.7,0.6,-0.1,1.2
28,Christian Laettner\laettch01,1994-95,25,MIN,NBA,13.6,81,80,2770,17.7,.043,.543,7.3,19.7,15.5,1.9,2.4,16.5,22.5,109,109,3.6,2.6,6.2,.108,0.5,1.3,1.8,2.7
29,Sharone Wright\wrighsh01,1994-95,22,PHI,NBA,13.5,79,49,2044,14.0,.010,.363,10.8,16.1,4.1,1.0,3.7,14.4,23.0,99,109,-0.2,1.9,1.7,.040,-3.3,-0.8,-4.1,-1.1
30,Grant Long\longgr01,1994-95,28,TOT,NBA,13.4,81,79,2641,14.4,.043,.454,8.2,18.8,8.0,2.2,1.0,15.3,17.4,108,104,2.3,4.2,6.6,.119,-1.6,1.8,0.2,1.5
31,Terry Mills\millste01,1994-95,27,DET,NBA,13.0,72,69,2514,14.7,.305,.235,5.7,20.3,10.4,1.4,1.0,12.3,20.9,107,112,2.2,1.5,3.7,.071,0.0,-0.9,-0.8,0.8
32,Tom Gugliotta\guglito01,1994-95,25,TOT,NBA,12.9,77,63,2568,15.2,.222,.301,7.3,18.5,18.0,2.6,1.7,16.6,19.4,102,108,0.8,2.7,3.5,.065,0.0,2.0,2.0,2.6
33,Billy Owens\owensbi01,1994-95,25,MIA,NBA,12.8,70,60,2296,15.6,.027,.382,10.2,15.6,17.3,1.8,1.0,17.6,22.3,103,109,1.2,2.1,3.2,.067,0.2,0.9,1.1,1.8
34,Tony Massenburg\masseto01,1994-95,27,LAC,NBA,12.6,80,50,2127,11.7,.005,.391,8.3,17.5,4.9,1.1,2.0,14.3,16.8,103,111,0.8,1.4,2.2,.049,-3.1,-0.3,-3.4,-0.8
35,David Benoit\benoida01,1994-95,26,UTA,NBA,12.5,71,67,1841,13.9,.196,.267,6.9,17.6,4.7,1.3,2.1,10.3,18.0,112,106,2.3,2.4,4.6,.121,0.0,0.5,0.5,1.2
36,Scottie Pippen\pippesc01,1994-95,29,CHI,NBA,12.5,79,79,3014,22.6,.239,.333,6.9,18.2,22.8,4.0,2.2,15.2,26.3,110,98,5.1,6.7,11.8,.188,3.8,4.0,7.8,7.4
37,Marty Conlon\conloma01,1994-95,27,MIL,NBA,12.4,82,3,2064,13.6,.045,.300,9.1,16.0,9.0,1.1,0.6,14.4,18.3,108,112,2.0,1.2,3.1,.073,-0.9,-1.0,-1.9,0.1
38,Hot Rod Williams\williho01,1994-95,32,CLE,NBA,12.0,74,73,2641,14.6,.006,.353,7.9,16.3,13.2,1.8,3.1,13.7,19.7,102,103,0.9,4.4,5.3,.096,-1.5,3.3,1.8,2.5
39,Donyell Marshall\marshdo01,1994-95,21,TOT,NBA,11.3,72,31,2086,12.5,.277,.253,7.6,15.0,8.6,1.1,3.0,10.6,22.9,96,112,-0.9,1.2,0.3,.007,-2.2,-0.7,-2.9,-0.5
40,Ken Norman\normake01,1994-95,30,ATL,NBA,11.2,74,27,1879,14.8,.333,.164,6.2,16.5,9.2,1.0,0.8,9.5,24.5,103,107,0.9,2.2,3.2,.081,-0.5,-1.7,-2.2,-0.1
41,Bo Outlaw\outlabo01,1994-95,23,LAC,NBA,11.1,81,31,1655,13.3,.015,.572,8.1,14.6,7.6,2.8,6.7,16.1,12.7,102,106,0.3,2.2,2.5,.071,-2.8,4.8,2.0,1.7
42,P.J. Brown\brownpj01,1994-95,25,NJN,NBA,10.8,80,63,2466,12.1,.042,.363,7.9,13.7,8.6,1.5,3.8,10.8,13.2,108,107,1.7,2.9,4.6,.090,-1.7,3.0,1.3,2.0
43,Rodney Rogers\rogerro01,1994-95,23,DEN,NBA,10.8,80,77,2142,15.2,.192,.358,7.6,13.8,12.5,2.3,1.6,16.3,22.4,105,107,1.5,2.4,3.9,.088,0.4,0.5,0.9,1.6
44,Tom Chambers\chambto01,1994-95,35,UTA,NBA,10.7,81,4,1240,12.5,.056,.316,7.0,14.1,8.9,1.0,2.0,9.7,19.7,108,108,1.2,1.4,2.5,.098,-1.4,-0.1,-1.5,0.2
45,Larry Johnson\johnsla02,1994-95,25,CHH,NBA,10.7,81,81,3234,17.1,.172,.290,7.3,13.8,19.4,1.3,0.6,13.1,22.6,111,108,4.9,3.6,8.5,.126,2.1,0.8,2.9,4.0
46,Sam Mitchell\mitchsa01,1994-95,31,IND,NBA,10.7,81,12,1377,13.4,.024,.421,8.5,12.7,7.3,1.7,1.1,9.9,18.1,113,106,2.0,1.7,3.7,.130,-0.6,0.2,-0.5,0.5
47,Detlef Schrempf\schrede01,1994-95,32,SEA,NBA,10.5,82,82,2886,20.3,.182,.523,5.7,15.1,16.4,1.6,0.9,12.6,21.0,127,108,9.8,3.1,12.9,.215,4.2,0.3,4.5,4.7
48,Glenn Robinson\robingl01,1994-95,22,MIL,NBA,10.4,80,76,2958,16.6,.190,.354,6.7,14.4,12.2,2.0,0.6,16.1,29.1,102,111,1.1,2.2,3.2,.053,0.1,-1.2,-1.1,0.7
49,Chris Morris\morrich01,1994-95,29,NJN,NBA,10.3,71,49,2131,15.5,.370,.228,9.3,11.4,12.0,2.1,1.7,11.1,21.8,106,108,1.8,2.2,4.0,.090,1.6,0.4,2.0,2.2
50,Clarence Weatherspoon\weathcl01,1994-95,24,PHI,NBA,10.3,76,76,2991,15.2,.017,.305,5.6,15.0,12.8,2.0,1.7,12.0,23.8,101,109,0.7,2.9,3.6,.057,-1.3,0.7,-0.6,1.1
51,John Salley\sallejo01,1994-95,30,MIA,NBA,10.1,75,50,1955,11.4,.000,.524,6.5,13.8,9.1,1.2,3.3,16.6,13.2,111,109,1.9,1.7,3.6,.089,-1.5,1.9,0.4,1.2
52,Toni Kukoc\kukocto01,1994-95,26,CHI,NBA,10.0,81,55,2584,19.8,.205,.325,7.1,13.0,23.4,2.1,0.5,13.0,21.9,118,105,6.3,3.6,10.0,.185,3.6,0.7,4.3,4.1
53,Sam Perkins\perkisa01,1994-95,33,SEA,NBA,10.0,82,37,2356,16.2,.462,.363,4.9,14.9,8.3,1.5,1.5,8.2,17.2,126,108,5.9,2.6,8.5,.173,2.8,-0.2,2.6,2.7
54,David Wood\woodda01,1994-95,30,GSW,NBA,10.0,78,13,1336,10.3,.279,.359,6.8,13.2,7.0,1.0,0.7,12.3,13.6,115,114,1.7,0.5,2.2,.078,-1.0,-1.0,-2.0,0.0
55,Antoine Carr\carran01,1994-95,33,UTA,NBA,9.9,78,4,1677,13.9,.007,.368,6.4,13.0,6.2,0.7,3.3,12.1,19.5,113,108,2.4,1.9,4.3,.123,-0.6,0.5,-0.1,0.8
56,Grant Hill\hillgr01,1994-95,22,DET,NBA,9.7,70,69,2678,19.0,.025,.480,5.4,14.1,22.5,2.4,1.7,13.5,24.9,109,111,3.7,1.8,5.4,.097,1.2,0.6,1.8,2.6
57,Dominique Wilkins\wilkido01,1994-95,35,BOS,NBA,9.5,77,64,2423,16.3,.247,.291,7.4,11.8,11.5,1.3,0.4,11.6,26.6,107,113,2.6,1.3,3.9,.076,1.4,-1.9,-0.5,0.9
58,Stacey Augmon\augmost01,1994-95,26,ATL,NBA,9.1,76,76,2362,16.0,.030,.395,7.6,10.7,14.3,2.3,1.5,12.9,22.7,106,106,1.9,3.2,5.1,.103,-0.8,1.2,0.4,1.4
59,Harvey Grant\grantha01,1994-95,29,POR,NBA,9.1,75,14,1771,13.2,.042,.235,6.3,12.1,7.1,1.6,2.2,8.3,17.8,109,106,1.7,2.2,4.0,.108,-1.6,0.9,-0.7,0.6
60,Reggie Williams\willire01,1994-95,30,DEN,NBA,9.0,74,70,2198,16.9,.314,.206,5.3,12.5,17.6,2.7,2.2,11.8,21.5,111,107,3.1,2.7,5.8,.126,2.2,1.2,3.5,3.0
61,Clifford Robinson\robincl02,1994-95,28,POR,NBA,8.8,75,73,2725,18.3,.290,.289,6.0,11.8,12.2,1.5,2.2,9.6,25.5,113,107,5.4,3.3,8.7,.153,2.9,0.2,3.1,3.5
62,Charles Smith\smithch01,1994-95,29,NYK,NBA,8.8,76,58,2150,13.9,.041,.431,8.2,9.5,9.4,1.2,3.3,14.2,22.1,106,105,1.7,3.1,4.8,.107,-1.6,1.4,-0.2,1.0
63,Donald Royal\royaldo01,1994-95,28,ORL,NBA,8.7,70,68,1841,12.2,.009,.689,5.3,11.8,14.2,1.2,0.6,18.1,16.1,111,110,2.2,1.4,3.6,.094,-1.0,-0.3,-1.3,0.3
64,Tony Campbell\campbto01,1994-95,32,CLE,NBA,8.5,78,0,1128,12.9,.107,.406,6.4,10.6,11.1,1.6,0.6,12.3,22.4,105,107,0.7,1.4,2.1,.089,-2.1,-0.9,-2.9,-0.3
65,Derrick McKey\mckeyde01,1994-95,28,IND,NBA,8.5,81,81,2805,15.0,.107,.357,5.5,11.4,16.2,2.4,1.4,14.8,18.5,111,105,3.6,3.9,7.4,.127,1.2,2.2,3.5,3.9
66,Chris Mills\millsch01,1994-95,25,CLE,NBA,8.1,80,79,2814,11.6,.281,.249,4.3,12.2,9.7,1.2,1.0,11.2,18.2,106,107,2.0,3.4,5.4,.091,-0.6,0.6,0.0,1.4
67,Lamond Murray\murrala01,1994-95,21,LAC,NBA,8.1,81,61,2556,11.6,.199,.242,5.7,10.9,8.7,1.4,1.6,11.9,23.4,95,113,-1.4,1.1,-0.3,-.006,-2.4,-1.3,-3.8,-1.1
68,Rafael Addison\addisra01,1994-95,30,DET,NBA,8.0,79,16,1776,11.3,.142,.169,4.4,11.6,9.9,1.5,1.0,10.8,17.8,105,114,0.9,0.6,1.5,.040,-1.9,-1.5,-3.4,-0.6
69,Nick Anderson\anderni01,1994-95,27,ORL,NBA,7.4,76,76,2588,17.5,.467,.220,3.9,10.7,17.4,2.4,0.6,12.2,19.1,119,108,5.7,2.6,8.3,.154,4.0,-0.2,3.9,3.8
70,Glen Rice\ricegl01,1994-95,27,MIA,NBA,7.4,82,82,3014,19.7,.321,.260,3.8,11.1,11.1,1.9,0.4,8.9,25.2,118,111,7.9,2.1,10.0,.159,4.3,-1.6,2.7,3.6
71,Walt Williams\williwa02,1994-95,24,SAC,NBA,7.3,77,77,2739,15.0,.297,.365,4.3,10.2,19.3,2.3,1.7,17.3,22.7,104,106,1.6,3.4,5.1,.089,1.1,1.4,2.5,3.1
72,Chuck Person\persoch01,1994-95,30,SAS,NBA,7.2,81,1,2033,11.5,.593,.136,2.9,11.1,7.9,1.1,0.4,11.4,19.4,107,108,1.5,2.1,3.6,.085,1.0,-1.1,-0.2,0.9
73,Danny Ferry\ferryda01,1994-95,28,CLE,NBA,6.9,82,6,1290,16.0,.466,.168,2.8,11.3,14.4,1.2,1.4,9.9,22.2,114,107,2.3,1.5,3.9,.144,1.9,-1.3,0.6,0.8
74,Jamal Mashburn\mashbja01,1994-95,22,DAL,NBA,6.0,80,80,2980,17.3,.220,.386,4.0,8.2,17.2,1.4,0.2,11.4,28.6,110,113,5.0,1.3,6.3,.102,2.4,-2.4,0.0,1.5
75,Kevin Gamble\gamblke01,1994-95,29,MIA,NBA,5.8,77,0,1223,16.3,.218,.247,2.7,9.1,15.9,2.2,0.6,8.9,19.8,118,111,2.5,0.9,3.4,.134,1.3,-1.5,-0.2,0.5
76,Sean Elliott\elliose01,1994-95,26,SAS,NBA,5.7,81,81,2858,16.0,.311,.377,2.6,8.5,11.3,1.4,0.9,10.8,21.6,116,108,5.8,2.9,8.7,.147,2.4,-0.3,2.1,2.9
77,Johnny Newman\newmajo01,1994-95,31,MIL,NBA,5.5,82,11,1896,10.4,.262,.350,4.4,6.6,7.5,1.9,0.5,13.2,15.2,111,113,1.9,0.8,2.8,.070,-0.6,-1.0,-1.7,0.2
