Rk,Player,Season,Age,Tm,Lg,TRB%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
62,Iman Shumpert\shumpim01,2016-17,26,CLE,NBA,6.2,76,31,1937,9.0,.534,.184,2.3,9.9,7.8,1.6,1.1,12.9,13.9,104,112,0.7,1.4,2.0,.050,-1.3,0.0,-1.3,0.3
63,Tony Snell\snellto01,2016-17,25,MIL,NBA,6.2,80,80,2336,9.7,.656,.107,1.1,11.1,5.9,1.2,0.5,8.8,12.1,114,113,2.1,1.3,3.4,.071,0.2,-1.1,-0.8,0.7
64,Kemba Walker\walkeke02,2016-17,26,CHO,NBA,6.2,79,79,2739,21.3,.415,.248,1.8,10.6,29.1,1.6,0.7,9.5,29.2,113,111,5.8,2.2,8.0,.141,5.3,-1.8,3.6,3.9
65,Gerald Henderson\hendege02,2016-17,29,PHI,NBA,6.1,72,41,1667,10.8,.313,.299,2.2,10.0,10.5,1.2,0.7,9.2,17.9,106,112,1.0,1.0,2.0,.059,-1.9,-1.2,-3.1,-0.5
66,Garrett Temple\templga01,2016-17,30,SAC,NBA,6.1,65,21,1728,11.2,.509,.171,2.2,10.0,14.5,2.5,1.5,14.4,14.2,106,111,0.9,1.3,2.2,.062,-0.3,0.6,0.3,1.0
67,Mike Conley\conlemi01,2016-17,29,MEM,NBA,6.0,69,68,2292,23.2,.416,.364,1.5,10.8,34.5,2.1,0.8,11.7,26.3,121,108,7.5,2.5,10.0,.209,6.5,-0.7,5.8,4.5
68,Tim Frazier\fraziti01,2016-17,26,NOP,NBA,6.0,65,35,1525,12.4,.317,.319,2.3,9.7,31.4,1.8,0.3,18.0,16.3,106,110,1.0,1.4,2.4,.075,-1.5,-0.7,-2.2,-0.1
69,Ty Lawson\lawsoty01,2016-17,29,SAC,NBA,6.0,69,24,1732,15.4,.226,.416,3.0,8.9,30.0,2.2,0.3,17.3,19.5,110,113,2.2,1.0,3.2,.088,0.2,-1.5,-1.3,0.3
70,Wesley Matthews\matthwe02,2016-17,30,DAL,NBA,6.0,73,73,2495,11.9,.566,.211,0.8,11.8,13.6,1.6,0.6,9.9,19.4,104,110,1.0,2.1,3.1,.060,0.2,-0.1,0.1,1.3
71,Leandro Barbosa\barbole01,2016-17,34,PHO,NBA,5.9,67,0,963,11.5,.250,.115,1.6,10.3,13.0,1.5,0.7,10.4,20.0,103,114,0.3,0.4,0.6,.031,-2.0,-2.1,-4.1,-0.5
72,Ian Clark\clarkia01,2016-17,25,GSW,NBA,5.9,77,0,1137,13.1,.376,.134,2.3,9.1,11.2,1.7,0.6,10.7,19.5,108,108,1.0,1.3,2.3,.099,-0.6,-1.4,-2.0,0.0
73,Brandon Jennings\jennibr01,2016-17,27,TOT,NBA,5.9,81,13,1802,12.0,.471,.284,1.8,10.0,30.4,1.9,0.2,17.7,17.6,104,113,0.7,1.0,1.7,.045,-0.8,-2.2,-3.0,-0.4
74,Klay Thompson\thompkl01,2016-17,26,GSW,NBA,5.9,78,78,2649,17.4,.470,.158,2.2,9.2,9.3,1.2,1.2,8.0,26.1,111,108,4.2,2.9,7.1,.128,2.4,-2.1,0.3,1.5
75,Isaiah Whitehead\whiteis01,2016-17,21,BRK,NBA,5.9,73,26,1643,7.5,.293,.222,2.1,9.6,17.7,1.2,1.7,20.3,18.2,91,113,-1.8,0.9,-0.8,-.024,-4.3,-0.6,-4.9,-1.2
76,Jerian Grant\grantje02,2016-17,24,CHI,NBA,5.8,63,28,1028,13.1,.445,.243,1.8,9.9,17.3,2.3,0.6,11.7,16.0,114,108,1.3,1.2,2.5,.118,0.0,-0.3,-0.3,0.4
77,Kyle Korver\korveky01,2016-17,35,TOT,NBA,5.8,67,22,1753,12.1,.698,.082,0.5,10.9,9.4,0.9,1.0,11.5,15.1,116,111,2.4,1.3,3.7,.101,0.8,-1.1,-0.2,0.8
78,C.J. McCollum\mccolcj01,2016-17,25,POR,NBA,5.8,80,80,2796,19.9,.305,.204,2.4,9.2,18.0,1.3,1.2,9.9,27.5,114,113,6.2,1.4,7.6,.131,3.3,-2.2,1.0,2.1
