Rk,Player,Season,Age,Tm,Lg,TRB%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
26,Mitchell Butler\butlemi02,1994-95,24,WSB,NBA,6.3,76,5,1554,10.0,.278,.364,3.1,9.8,8.8,2.0,0.5,15.2,19.6,97,112,-0.5,0.8,0.3,.010,-2.6,-1.5,-4.0,-0.8
27,Vincent Askew\askewvi01,1994-95,28,SEA,NBA,6.2,71,1,1721,13.6,.187,.472,4.6,7.9,14.8,1.4,0.6,12.3,17.4,118,111,3.3,1.3,4.6,.128,0.9,-1.1,-0.3,0.7
28,John Crotty\crottjo01,1994-95,25,UTA,NBA,6.0,80,0,1019,12.2,.156,.524,3.5,8.2,27.6,2.0,0.5,19.8,15.8,109,108,1.0,1.0,2.1,.097,-0.8,-0.6,-1.4,0.2
29,Eric Murdock\murdoer01,1994-95,26,MIL,NBA,6.0,75,32,2158,17.3,.295,.328,2.6,9.5,37.0,2.7,0.4,17.2,23.1,108,111,2.7,1.6,4.3,.096,1.9,-1.5,0.4,1.3
30,Anthony Peeler\peelean01,1994-95,25,LAL,NBA,6.0,73,24,1559,13.8,.328,.194,4.4,7.5,12.2,1.7,0.6,10.3,22.0,108,113,1.6,0.8,2.4,.073,0.4,-2.5,-2.1,0.0
31,Byron Scott\scottby01,1994-95,33,IND,NBA,6.0,80,1,1528,15.8,.348,.389,1.5,10.3,12.2,2.1,0.7,14.8,24.0,110,107,2.1,1.9,3.9,.124,0.9,-1.0,-0.1,0.7
32,Steve Smith\smithst01,1994-95,25,TOT,NBA,6.0,80,61,2665,16.1,.414,.369,4.4,7.7,17.4,1.2,0.9,11.7,22.5,115,109,5.3,2.4,7.8,.140,2.6,-1.2,1.3,2.2
33,Doug West\westdo01,1994-95,27,MIN,NBA,6.0,71,65,2328,11.6,.080,.323,3.2,8.7,14.3,1.5,0.8,12.6,19.6,104,115,1.2,0.6,1.8,.038,-1.4,-1.3,-2.6,-0.4
34,Mario Elie\eliema01,1994-95,31,HOU,NBA,5.9,81,13,1896,13.7,.413,.351,3.2,8.4,14.8,1.7,0.4,15.6,15.8,119,111,3.4,1.4,4.8,.122,1.1,-0.9,0.2,1.1
35,Muggsy Bogues\boguemu01,1994-95,30,CHH,NBA,5.8,78,78,2629,16.9,.041,.247,2.4,8.9,40.3,2.1,0.0,14.0,16.6,119,108,5.8,2.8,8.6,.157,1.0,-0.8,0.2,1.5
36,Isaiah Rider\rideris01,1994-95,23,MIN,NBA,5.8,75,67,2645,15.6,.317,.271,4.2,7.3,18.7,1.4,0.7,14.2,28.2,103,116,1.4,0.4,1.9,.034,2.0,-2.9,-0.8,0.8
37,Gary Payton\paytoga01,1994-95,26,SEA,NBA,5.5,82,82,3015,21.3,.172,.259,4.3,6.7,31.8,3.4,0.3,11.8,24.4,118,107,8.2,3.5,11.7,.187,4.7,-0.2,4.5,5.0
38,John Stockton\stockjo01,1994-95,32,UTA,NBA,5.5,82,82,2867,23.3,.287,.387,2.6,8.0,52.6,3.5,0.6,22.4,18.9,125,105,9.9,4.0,13.9,.233,6.2,-0.7,5.5,5.4
39,Pooh Richardson\richapo01,1994-95,28,LAC,NBA,5.4,80,77,2864,12.6,.272,.139,1.5,9.8,34.1,2.3,0.3,15.2,17.1,102,112,0.6,1.5,2.1,.036,-0.7,-1.3,-2.0,0.0
40,Winston Garland\garlawi01,1994-95,30,MIN,NBA,5.3,73,58,1931,10.1,.183,.273,3.1,7.5,26.7,1.9,0.5,18.6,13.4,103,114,0.6,0.6,1.2,.030,-2.0,-1.5,-3.5,-0.7
41,Kenny Anderson\anderke01,1994-95,24,NJN,NBA,5.1,72,70,2689,18.0,.285,.402,3.0,7.2,43.1,2.0,0.4,15.6,23.5,112,111,4.8,2.0,6.8,.122,3.5,-1.8,1.7,2.5
42,Dee Brown\brownde01,1994-95,26,BOS,NBA,5.1,79,69,2792,15.7,.335,.284,2.6,7.8,16.7,2.0,1.2,11.7,19.3,116,112,5.0,1.8,6.8,.117,2.6,-0.3,2.4,3.1
43,Terry Dehere\deherte01,1994-95,23,LAC,NBA,5.0,80,28,1774,11.8,.238,.426,2.2,8.3,20.7,1.3,0.3,16.2,23.8,100,115,0.0,0.4,0.5,.013,-1.5,-3.0,-4.6,-1.2
44,Jeff Hornacek\hornaje01,1994-95,31,UTA,NBA,4.9,81,81,2696,18.6,.234,.344,2.6,6.9,20.1,2.5,0.5,11.8,20.6,122,108,7.2,2.9,10.1,.179,4.4,0.1,4.5,4.4
45,Allan Houston\houstal01,1994-95,23,DET,NBA,4.9,76,39,1996,16.4,.434,.199,1.7,8.1,14.3,1.6,0.5,10.8,23.5,113,116,3.5,0.3,3.8,.091,2.6,-3.4,-0.8,0.6
46,Dana Barros\barroda01,1994-95,27,PHI,NBA,4.8,82,82,3318,20.9,.365,.331,0.9,8.7,32.6,2.4,0.1,15.3,21.2,124,111,10.5,2.2,12.7,.183,5.9,-1.6,4.3,5.3
47,Keith Jennings\jennike01,1994-95,26,GSW,NBA,4.8,80,24,1722,15.3,.480,.360,1.7,7.9,31.0,2.7,0.1,19.6,15.0,119,113,3.3,0.9,4.2,.117,1.2,-1.8,-0.6,0.6
48,Reggie Miller\millere01,1994-95,29,IND,NBA,4.8,81,81,2665,20.1,.430,.391,1.4,8.0,16.1,2.0,0.5,10.6,24.6,123,108,8.5,2.8,11.4,.204,5.5,-1.2,4.3,4.3
49,Doug Overton\overtdo01,1994-95,25,WSB,NBA,4.8,82,20,1704,11.6,.251,.251,1.7,8.2,21.3,1.6,0.1,15.8,16.9,106,114,1.1,0.6,1.7,.048,-1.5,-2.2,-3.7,-0.7
50,James Robinson\robinja02,1994-95,24,POR,NBA,4.8,71,25,1539,10.5,.357,.176,2.9,6.9,18.0,1.6,0.6,15.9,21.9,98,109,-0.3,1.5,1.2,.038,-1.3,-1.4,-2.7,-0.3
51,John Starks\starkjo01,1994-95,29,NYK,NBA,4.7,80,78,2725,13.8,.575,.215,1.5,7.7,25.1,1.8,0.1,12.1,22.2,107,106,2.8,3.4,6.2,.109,2.2,-1.1,1.2,2.2
52,Danny Ainge\aingeda01,1994-95,35,PHO,NBA,4.6,74,1,1374,14.3,.507,.308,2.1,7.0,21.7,1.7,0.4,14.2,17.6,119,113,2.8,0.6,3.4,.118,2.1,-2.5,-0.4,0.6
53,Vinny Del Negro\delnevi01,1994-95,28,SAS,NBA,4.6,75,71,2360,13.8,.211,.211,1.4,7.5,14.6,1.3,0.4,6.3,16.7,120,109,4.6,2.2,6.8,.138,1.3,-0.4,0.9,1.8
54,Elliot Perry\perryel01,1994-95,25,PHO,NBA,4.4,82,51,1977,17.3,.102,.332,3.0,5.8,28.8,3.9,0.1,19.5,18.3,114,109,3.3,1.9,5.2,.126,1.2,-0.5,0.8,1.4
55,Kenny Smith\smithke01,1994-95,29,HOU,NBA,4.4,81,81,2030,16.2,.558,.250,1.6,6.9,24.1,1.8,0.3,15.7,17.3,122,111,4.7,1.4,6.1,.144,2.8,-2.1,0.6,1.4
56,B.J. Armstrong\armstbj01,1994-95,27,CHI,NBA,4.3,82,82,2577,15.1,.283,.261,1.1,7.4,14.7,1.7,0.2,9.4,19.0,119,108,5.4,2.8,8.1,.152,1.3,-1.2,0.2,1.4
57,Derek Harper\harpede01,1994-95,33,NYK,NBA,4.2,80,80,2716,12.6,.386,.254,1.4,6.8,26.7,1.5,0.3,15.2,16.7,111,107,3.2,3.1,6.4,.113,0.4,-0.8,-0.4,1.1
58,Nick Van Exel\vanexni01,1994-95,23,LAL,NBA,4.2,80,80,2944,16.3,.462,.271,1.0,7.4,33.6,1.7,0.1,15.1,21.3,113,113,5.0,1.3,6.4,.104,2.7,-3.0,-0.3,1.2
59,Spud Webb\webbsp01,1994-95,31,SAC,NBA,4.1,76,76,2458,13.7,.210,.351,1.4,6.8,29.8,1.6,0.2,18.9,17.7,111,110,3.1,2.0,5.1,.099,-0.1,-1.4,-1.5,0.3
60,Mahmoud Abdul-Rauf\abdulma02,1994-95,25,DEN,NBA,3.9,73,43,2082,17.8,.214,.155,1.9,5.9,23.0,1.9,0.3,10.0,25.8,112,112,3.8,1.3,5.0,.115,2.2,-2.8,-0.6,0.7
61,Avery Johnson\johnsav01,1994-95,29,SAS,NBA,3.9,82,82,3011,15.7,.025,.342,1.9,5.7,33.4,1.9,0.3,17.3,17.5,114,109,5.1,3.0,8.0,.128,0.8,-0.8,-0.1,1.5
62,Hubert Davis\davishu01,1994-95,24,NYK,NBA,3.8,82,4,1697,14.7,.467,.194,2.2,5.3,15.2,1.1,0.5,11.5,20.4,116,109,3.1,1.7,4.8,.136,2.0,-2.1,0.0,0.8
63,Steve Kerr\kerrst01,1994-95,29,CHI,NBA,3.8,82,0,1839,13.5,.343,.164,1.3,6.4,12.4,1.2,0.1,8.3,14.0,129,109,4.2,1.7,5.9,.153,1.2,-1.6,-0.4,0.7
64,Rex Walters\waltere01,1994-95,24,NJN,NBA,3.5,80,30,1435,10.2,.418,.111,1.4,5.7,14.2,1.3,0.8,12.6,17.2,105,112,0.7,0.8,1.6,.052,-1.1,-2.1,-3.2,-0.4
65,Lee Mayberry\maybele01,1994-95,24,MIL,NBA,2.8,82,50,1744,9.9,.434,.203,1.4,4.3,23.9,1.5,0.2,19.3,14.0,107,115,1.2,0.4,1.6,.044,-1.5,-3.3,-4.8,-1.2
